page_url,days_since_update,avg_position,yoy_traffic_decay,impressions,has_schema,word_count,archetype,recommended_action,reason_code,priority_score
https://flyrank.ai/blog/page-0760,335,19.609503228782263,0.5865175405084005,23601,0,2891,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.6
https://flyrank.ai/blog/page-0747,83,18.956615208698494,0.5866911647138796,21029,1,3475,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.6
https://flyrank.ai/blog/page-0092,94,12.005636324059116,0.5859792305511954,30973,1,3047,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.58
https://flyrank.ai/blog/page-0838,668,2.1582907162704834,0.5852867806223662,26063,1,2958,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.56
https://flyrank.ai/blog/page-0427,87,41.08038418183405,0.5853734566106081,7391,0,2580,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.56
https://flyrank.ai/blog/page-0462,283,38.15489660052211,0.5837602299574616,22842,1,1297,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.51
https://flyrank.ai/blog/page-0963,348,22.19239603817647,0.5832096762954495,49622,1,2855,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.5
https://flyrank.ai/blog/page-0016,693,7.824331560505976,0.5831116284370377,41520,1,1701,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.49
https://flyrank.ai/blog/page-0979,542,35.05672621406911,0.58193611067145,31809,0,372,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.46
https://flyrank.ai/blog/page-0295,421,6.907777403086662,0.580403730742076,28984,0,3065,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.41
https://flyrank.ai/blog/page-0089,70,18.000706892915158,0.5779421443160686,40054,0,1248,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.34
https://flyrank.ai/blog/page-0077,299,26.423064799177535,0.5775020243915213,47475,1,2288,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.33
https://flyrank.ai/blog/page-0384,383,43.244253246007084,0.5769886306814193,14311,1,2431,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.31
https://flyrank.ai/blog/page-0713,540,31.27451476985948,0.5764921701064851,15821,1,378,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.29
https://flyrank.ai/blog/page-0887,624,34.81023965021262,0.5748548915430757,22435,0,892,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.25
https://flyrank.ai/blog/page-0353,599,32.83268580062605,0.5751336577305681,42391,1,2621,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.25
https://flyrank.ai/blog/page-0733,478,37.184011253315,0.5748201930158596,7068,0,797,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.24
https://flyrank.ai/blog/page-0677,677,46.89367892245311,0.5748121849823916,13752,0,741,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.24
https://flyrank.ai/blog/page-0282,141,35.17359309509516,0.5743761039494852,23164,0,2544,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.23
https://flyrank.ai/blog/page-0956,679,19.00918669228504,0.5744494686213119,43407,1,3088,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.23
https://flyrank.ai/blog/page-0475,365,39.94566788874654,0.5739672499518181,40605,0,636,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.22
https://flyrank.ai/blog/page-1000,645,19.02020819298719,0.5739378451772442,16644,0,627,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.22
https://flyrank.ai/blog/page-0696,280,7.842911483059332,0.5727948397853151,27035,1,1479,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.18
https://flyrank.ai/blog/page-0018,691,31.383565040497164,0.5717036510247233,7106,0,2563,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.15
https://flyrank.ai/blog/page-0168,406,41.054734525183605,0.5706514360835662,19249,0,684,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.12
https://flyrank.ai/blog/page-0995,71,21.878085810628203,0.5704528606917427,26039,1,3390,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.11
https://flyrank.ai/blog/page-0789,212,16.057208281388043,0.5702136133266673,37965,0,823,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.11
https://flyrank.ai/blog/page-0908,379,7.257960698126507,0.5697598708390003,44635,0,2739,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.09
https://flyrank.ai/blog/page-0062,538,35.654693081356534,0.569550978809636,11791,0,2281,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.09
https://flyrank.ai/blog/page-0258,283,45.9483651976499,0.5696302347584206,38313,0,1251,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.09
https://flyrank.ai/blog/page-0765,337,17.72114355368166,0.5692330005283531,44039,1,2567,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.08
https://flyrank.ai/blog/page-0689,282,47.63877748573871,0.5691431802687235,16054,1,2990,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.07
https://flyrank.ai/blog/page-0587,199,17.507893796784234,0.5685423580394923,5139,0,478,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.06
https://flyrank.ai/blog/page-0817,575,11.390197155503106,0.5685806451041909,25496,0,858,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.06
https://flyrank.ai/blog/page-0035,711,20.467077237457996,0.5687342805527498,47564,1,2280,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,97.06
https://flyrank.ai/blog/page-0900,691,49.63169160576039,0.5655408954119366,9377,0,1462,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.97
https://flyrank.ai/blog/page-0536,625,24.54484041563362,0.5653717368103425,18945,1,1801,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.96
https://flyrank.ai/blog/page-0815,375,44.326116704071985,0.5633816181751296,33684,0,615,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.9
https://flyrank.ai/blog/page-0744,147,27.67996580008163,0.5608294656777785,44378,1,848,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.82
https://flyrank.ai/blog/page-0996,118,7.404808460269774,0.5599070233658786,49245,0,2820,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.8
https://flyrank.ai/blog/page-0106,408,8.284473659902535,0.5601530864212954,18893,0,688,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.8
https://flyrank.ai/blog/page-0606,161,37.39261953879907,0.5592079981332475,47707,0,1569,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.78
https://flyrank.ai/blog/page-0237,375,13.850938170691428,0.5584754715807383,47168,1,1772,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.75
https://flyrank.ai/blog/page-0447,726,46.924195874586104,0.5568133729139378,49301,1,1833,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.7
https://flyrank.ai/blog/page-0127,427,28.422376234102675,0.5561716465479832,15615,1,1616,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.69
https://flyrank.ai/blog/page-0284,502,46.29541357344999,0.5557757234231643,30206,1,2376,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.67
https://flyrank.ai/blog/page-0217,468,19.773787884225374,0.5531793319404904,27894,1,2641,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.6
https://flyrank.ai/blog/page-0831,55,23.136616258124228,0.5504596375422978,39679,1,3115,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.51
https://flyrank.ai/blog/page-0100,528,29.44882916362413,0.5496585482282348,14222,0,812,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.49
https://flyrank.ai/blog/page-0116,436,11.051842383618352,0.5432485735476881,36535,1,3447,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.3
https://flyrank.ai/blog/page-0467,209,38.74996347258187,0.5426535865394054,23680,1,1608,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.28
https://flyrank.ai/blog/page-0644,109,48.50120379442909,0.5416446650888451,43527,1,2851,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.25
https://flyrank.ai/blog/page-0362,415,3.834291151606422,0.5405630478849303,35098,1,3167,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.22
https://flyrank.ai/blog/page-0613,120,29.355095020047276,0.5393008633033657,10203,0,3179,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.18
https://flyrank.ai/blog/page-0471,637,49.859100507727845,0.5375391131507407,38656,0,2568,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.13
https://flyrank.ai/blog/page-0885,652,47.92363894076363,0.5369602006980744,46873,1,426,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.11
https://flyrank.ai/blog/page-0513,442,24.594595224114954,0.5367387736056146,34610,1,2894,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.1
https://flyrank.ai/blog/page-0734,517,44.04726250376605,0.5366182276560694,27618,1,2918,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.1
https://flyrank.ai/blog/page-0345,220,44.07679707054607,0.5364541441030921,19973,1,2100,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.09
https://flyrank.ai/blog/page-0582,259,13.108058466497177,0.5353277017895884,37987,0,2310,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.06
https://flyrank.ai/blog/page-0453,482,29.52635254863739,0.5350365214940809,7946,0,860,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.05
https://flyrank.ai/blog/page-0274,657,47.25890764464405,0.5345062173410876,30306,0,2918,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.04
https://flyrank.ai/blog/page-0264,262,43.77434595794401,0.5343782063647257,11680,1,1205,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.03
https://flyrank.ai/blog/page-0833,37,9.232696179498308,0.5342777014927479,33372,0,1367,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.03
https://flyrank.ai/blog/page-0369,711,38.153685309500474,0.5343002783360364,34019,1,481,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,96.03
https://flyrank.ai/blog/page-0618,202,45.134391336551666,0.5317173151000892,25169,1,2119,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.95
https://flyrank.ai/blog/page-0043,534,27.59349772403221,0.5312333944947965,19267,0,2955,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.94
https://flyrank.ai/blog/page-0687,587,48.290816125366234,0.5300582281115365,35536,1,2468,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.9
https://flyrank.ai/blog/page-0279,133,28.829316297078844,0.5298833419810907,28090,1,392,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.9
https://flyrank.ai/blog/page-0982,601,7.970219065672612,0.5289924232723875,37119,1,3372,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.87
https://flyrank.ai/blog/page-0047,50,45.514077505347785,0.5265824184945754,27176,1,2476,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.8
https://flyrank.ai/blog/page-0375,714,27.311746721777265,0.5257927970055093,34775,0,2470,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.77
https://flyrank.ai/blog/page-0498,331,43.353554242142216,0.5246117486977565,29440,1,2799,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.74
https://flyrank.ai/blog/page-0524,125,16.207735987255113,0.5247663029683922,9380,1,2800,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.74
https://flyrank.ai/blog/page-0034,540,7.246944454267139,0.5244592822581641,6039,1,383,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.73
https://flyrank.ai/blog/page-0883,499,3.9469747874384753,0.5243105013675143,14262,0,2277,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.73
https://flyrank.ai/blog/page-0656,334,17.51315564513303,0.5230679246286658,7452,1,1234,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.69
https://flyrank.ai/blog/page-0936,355,39.71149137904601,0.5231505018453221,11238,1,1834,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.69
https://flyrank.ai/blog/page-0691,623,43.527996431481085,0.5218825706160768,12456,1,2120,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.66
https://flyrank.ai/blog/page-0110,57,25.607555506230888,0.5208474301464886,10311,0,1562,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.63
https://flyrank.ai/blog/page-0178,706,15.428822217553966,0.5203370463255521,30199,0,494,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.61
https://flyrank.ai/blog/page-0773,110,36.18803073509822,0.5184253340902425,31970,0,475,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.55
https://flyrank.ai/blog/page-0390,154,19.261737333603385,0.5173494308132508,17476,1,2983,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.52
https://flyrank.ai/blog/page-0923,675,26.26829195712839,0.5161097165450396,41103,1,3482,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.48
https://flyrank.ai/blog/page-0516,306,34.592699074219595,0.5152852301975871,12460,0,2588,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.46
https://flyrank.ai/blog/page-0335,66,1.8758228019372767,0.5144810547064286,7363,0,1855,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.43
https://flyrank.ai/blog/page-0743,467,6.890243713159814,0.5139634067127322,5620,1,1097,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.42
https://flyrank.ai/blog/page-0173,388,14.135118400320938,0.5136555332797403,17176,1,2637,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.41
https://flyrank.ai/blog/page-0573,192,44.84601614696585,0.511955767279623,10509,0,2615,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.36
https://flyrank.ai/blog/page-0615,68,36.537625360341686,0.5115890154264415,44881,1,2070,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.35
https://flyrank.ai/blog/page-0143,570,33.922744436337695,0.5113260411025654,37312,0,334,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.34
https://flyrank.ai/blog/page-0240,177,25.32194611286058,0.5109111753392213,12365,1,3363,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.33
https://flyrank.ai/blog/page-0480,693,33.071049499775626,0.5109276876962896,44605,1,1233,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.33
https://flyrank.ai/blog/page-0448,314,34.70640039273985,0.5098431375841364,16502,1,2521,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.3
https://flyrank.ai/blog/page-0337,378,21.960883553057254,0.5094048975322049,23849,0,3420,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.28
https://flyrank.ai/blog/page-0759,451,23.711208146228046,0.5059040019371865,41558,1,2584,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.18
https://flyrank.ai/blog/page-0459,580,48.47501490899888,0.505194526665869,16050,1,3416,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.16
https://flyrank.ai/blog/page-0749,418,35.07789312780324,0.5044832657601815,15055,0,2876,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.13
https://flyrank.ai/blog/page-0114,77,11.285374061683703,0.5029589974544052,31412,1,941,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.09
https://flyrank.ai/blog/page-0306,699,44.41290966357317,0.5020977853446045,30981,1,1347,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.06
https://flyrank.ai/blog/page-0469,688,22.849232612460668,0.5008391737593846,29340,0,1855,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.03
https://flyrank.ai/blog/page-0643,178,20.162995295936273,0.5002936363628986,49931,1,2722,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.01
https://flyrank.ai/blog/page-0368,506,20.41585892623028,0.500025479899127,19655,1,1263,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,95.0
https://flyrank.ai/blog/page-0435,517,13.73037547214383,0.4990160812340504,16623,1,1092,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.97
https://flyrank.ai/blog/page-0506,144,38.29017555620695,0.4989872656862776,36422,1,2607,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.97
https://flyrank.ai/blog/page-0768,510,29.428446092139282,0.4977733768687955,44671,1,2815,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.93
https://flyrank.ai/blog/page-0746,297,16.904705665113244,0.22387292354577545,49848,1,1607,Striking Distance,On-Page CTR & Heading Optimization,RC02_STRIKING_DISTANCE,94.92
https://flyrank.ai/blog/page-0495,426,2.5255700613410568,0.49658471207382704,24829,1,1138,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.9
https://flyrank.ai/blog/page-0876,96,17.3170937398517,0.12138910481051474,49783,1,1966,Striking Distance,On-Page CTR & Heading Optimization,RC02_STRIKING_DISTANCE,94.89
https://flyrank.ai/blog/page-0302,489,27.435073326391525,0.4954312404887965,10114,1,1437,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.86
https://flyrank.ai/blog/page-0919,351,15.970691222243154,0.4952436007839267,11863,1,2963,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.86
https://flyrank.ai/blog/page-0316,638,49.898771416133535,0.49498276003646335,28583,1,2105,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.85
https://flyrank.ai/blog/page-0980,325,49.20026733790726,0.4929425788887296,47888,0,1519,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.79
https://flyrank.ai/blog/page-0770,571,30.787349546878787,0.49287819794494236,35162,0,3331,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.79
https://flyrank.ai/blog/page-0115,532,45.004660182594975,0.4925600370831946,45342,0,2550,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.78
https://flyrank.ai/blog/page-0001,132,19.47027704182047,0.1898908267702489,49529,1,806,Striking Distance,On-Page CTR & Heading Optimization,RC02_STRIKING_DISTANCE,94.76
https://flyrank.ai/blog/page-0804,432,28.798298761816273,0.4921450077744125,29016,0,3012,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.76
https://flyrank.ai/blog/page-0633,537,9.867870682764998,0.4919230540929348,21228,0,332,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.76
https://flyrank.ai/blog/page-0685,230,8.268816847142354,0.22096610621732346,49493,0,835,Striking Distance,On-Page CTR & Heading Optimization,RC02_STRIKING_DISTANCE,94.75
https://flyrank.ai/blog/page-0023,415,16.274381321981863,0.4910499579177312,33083,0,3249,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.73
https://flyrank.ai/blog/page-0880,140,28.33138745113122,0.4898983315123884,26445,0,3107,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.7
https://flyrank.ai/blog/page-0241,518,30.24529959692757,0.489353496754266,19559,0,730,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.68
https://flyrank.ai/blog/page-0120,576,28.677215529868207,0.4893989870230431,27791,0,1884,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.68
https://flyrank.ai/blog/page-0425,422,37.43190455828878,0.4890132871593319,37427,1,865,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.67
https://flyrank.ai/blog/page-0041,596,32.41623401137957,0.48861010559814577,44869,1,2119,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.66
https://flyrank.ai/blog/page-0135,270,21.027974383806722,0.48849211960784,20122,1,934,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.65
https://flyrank.ai/blog/page-0224,639,13.022106374384727,0.48786159994493206,31655,0,2726,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.64
https://flyrank.ai/blog/page-0872,241,44.12387529051146,0.4875369446492016,48037,0,403,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.63
https://flyrank.ai/blog/page-0437,301,27.45928360607692,0.485928787670058,19652,1,2158,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.58
https://flyrank.ai/blog/page-0943,588,48.80489984213583,0.48483615801953606,19375,1,3191,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.55
https://flyrank.ai/blog/page-0797,224,6.9724185735104305,0.483901217900473,44037,1,888,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.52
https://flyrank.ai/blog/page-0705,311,22.743760745923986,0.4835549733563099,46490,0,374,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.51
https://flyrank.ai/blog/page-0233,493,46.904657226913145,0.48218793057304143,45195,1,2192,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.47
https://flyrank.ai/blog/page-0509,530,2.593782795071344,0.48196146006999685,30209,1,1223,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.46
https://flyrank.ai/blog/page-0793,389,30.906355382235,0.47992850961438194,30149,1,2484,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.4
https://flyrank.ai/blog/page-0411,298,43.49741584703032,0.4797744767060529,26213,0,3433,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.39
https://flyrank.ai/blog/page-0762,364,26.435007471674684,0.4792632454744121,34541,0,2176,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.38
https://flyrank.ai/blog/page-0002,465,23.671309497810714,0.479276526896812,16716,0,1409,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.38
https://flyrank.ai/blog/page-0415,699,34.32689781625472,0.4781847488956572,20552,1,1894,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.35
https://flyrank.ai/blog/page-0586,197,48.81739753513743,0.47665326895490623,37032,0,2410,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.3
https://flyrank.ai/blog/page-0642,202,9.012669756666115,0.47569566156779486,18525,1,1772,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.27
https://flyrank.ai/blog/page-0852,32,34.92937141489411,0.4757743560689377,44049,0,3335,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.27
https://flyrank.ai/blog/page-0918,35,28.13630979490644,0.47552592077149625,11677,1,3108,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.27
https://flyrank.ai/blog/page-0350,157,49.56726268071185,0.4754722124201578,21744,0,393,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.26
https://flyrank.ai/blog/page-0588,422,9.923777868746265,0.4748387977851586,21381,1,420,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.25
https://flyrank.ai/blog/page-0402,82,41.40936733033231,0.4733444597031593,40993,0,937,Decaying Core,Priority Content Refresh,RC01_DECAY_HIGH_AUTHORITY,94.2
